street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,is_zero_area,is_outlier_price
1001 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1202,Residential,20080515,169000,38.634292,-121.485106,0,0
604 P ST,LINCOLN,95648,CA,3,2,1104,Residential,20080515,170000,38.893168,-121.305398,0,0
10001 WOODCREEK OAKS BLVD Unit 815,ROSEVILLE,95747,CA,2,2,0,Condo,20080515,170000,38.795529,-121.328819,1,0
7351 GIGI PL,SACRAMENTO,95828,CA,4,2,1859,Multi-Family,20080515,170000,38.490606,-121.410173,0,0
7740 DIXIE LOU ST,SACRAMENTO,95832,CA,3,2,1232,Residential,20080515,170000,38.475853,-121.477039,0,0
7342 DAVE ST,SACRAMENTO,95828,CA,3,1,1638,Residential,20080515,170725,38.490822,-121.401643,0,0
7687 HOWERTON DR,SACRAMENTO,95831,CA,2,2,1177,Residential,20080515,171750,38.480859,-121.539745,0,0
26 KAMSON CT,SACRAMENTO,95833,CA,3,2,1582,Residential,20080515,172000,38.622794,-121.499173,0,0
7045 PEEVEY CT,SACRAMENTO,95823,CA,2,2,904,Residential,20080515,173056,38.502254,-121.451444,0,0
8916 GABLES MILL PL,ELK GROVE,95758,CA,3,2,1340,Residential,20080515,174000,38.433919,-121.422347,0,0
1140 EDMONTON DR,SACRAMENTO,95833,CA,3,2,1204,Residential,20080515,174250,38.62457,-121.486913,0,0
8879 APPLE PEAR CT,ELK GROVE,95624,CA,4,2,1477,Residential,20080515,176850,38.44574,-121.3725,0,0
9 WIND CT,SACRAMENTO,95823,CA,4,2,1497,Residential,20080515,179500,38.45073,-121.427528,0,0
8570 SHERATON DR,FAIR OAKS,95628,CA,3,1,960,Residential,20080515,185000,38.667254,-121.240708,0,0
1550 TOPANGA LN Unit 207,LINCOLN,95648,CA,0,0,0,Condo,20080515,188000,38.88417,-121.270222,1,0
1080 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1428,Residential,20080515,188700,38.634335,-121.486098,0,0
5501 VALLETTA WAY,SACRAMENTO,95820,CA,3,1,1039,Residential,20080515,189000,38.530144,-121.43749,0,0
5624 MEMORY LN,FAIR OAKS,95628,CA,3,1,1529,Residential,20080515,189000,38.66745,-121.2364,0,0
6622 WILLOWLEAF DR,CITRUS HEIGHTS,95621,CA,4,3,1892,Residential,20080515,189836,38.699714,-121.311635,0,0
27 MEGAN CT,SACRAMENTO,95838,CA,4,2,1887,Residential,20080515,190000,38.649258,-121.465308,0,0
6601 WOODMORE OAKS DR,ORANGEVALE,95662,CA,3,2,1294,Residential,20080515,191250,38.687006,-121.254319,0,0
1973 DANVERS WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,20080515,191675,38.477568,-121.492574,0,0
8001 ARROYO VISTA DR,SACRAMENTO,95823,CA,3,2,1677,Residential,20080515,195500,38.46734,-121.419843,0,0
7409 VOYAGER WAY,CITRUS HEIGHTS,95621,CA,3,1,1073,Residential,20080515,198000,38.700717,-121.3133,0,0
815 CROSSWIND DR,SACRAMENTO,95838,CA,3,2,1231,Residential,20080515,200000,38.651386,-121.45042,0,0
5509 LAGUNA CREST WAY,ELK GROVE,95758,CA,3,2,1175,Residential,20080515,200000,38.42442,-121.440357,0,0
8424 MERRY HILL WAY,ELK GROVE,95624,CA,3,2,1416,Residential,20080515,200000,38.452075,-121.366461,0,0
1525 PENNSYLVANIA AVE,WEST SACRAMENTO,95691,CA,0,0,0,Residential,20080515,200100,38.569943,-121.527539,1,0
5954 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1358,Residential,20080515,201528,38.68197,-121.500025,0,0
8789 SEQUOIA WOOD CT,ELK GROVE,95624,CA,4,2,1609,Residential,20080515,204750,38.438818,-121.37443,0,0
6600 SILVERTHORNE CIR,SACRAMENTO,95842,CA,4,3,1968,Residential,20080515,205000,38.68607,-121.342369,0,0
2221 2ND AVE,SACRAMENTO,95818,CA,2,2,1089,Residential,20080515,205000,38.555781,-121.485331,0,0
3230 SMATHERS WAY,CARMICHAEL,95608,CA,3,2,1296,Residential,20080515,205900,38.623372,-121.347665,0,0
5209 LAGUNA CREST WAY,ELK GROVE,95758,CA,2,2,1189,Residential,20080515,207000,38.424421,-121.443915,0,0
416 LEITCH AVE,SACRAMENTO,95815,CA,2,1,795,Residential,20080515,207973,38.612694,-121.456669,0,0
2100 BEATTY WAY,ROSEVILLE,95747,CA,3,2,1371,Residential,20080515,208250,38.737882,-121.308142,0,0
6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,CA,3,1,1310,Residential,20080515,208318,38.694279,-121.373395,0,0
82 WILDFLOWER DR,GALT,95632,CA,3,2,1262,Residential,20080515,209347,38.259708,-121.311616,0,0
8652 BANTON CIR,ELK GROVE,95624,CA,4,2,1740,Residential,20080515,211500,38.444,-121.370993,0,0
8428 MISTY PASS WAY,ANTELOPE,95843,CA,3,2,1517,Residential,20080515,212000,38.722959,-121.347115,0,0
7958 ROSEVIEW WAY,SACRAMENTO,95828,CA,3,2,1450,Residential,20080515,213000,38.467836,-121.410366,0,0
9020 LUKEN CT,ELK GROVE,95624,CA,3,2,1416,Residential,20080515,216000,38.451398,-121.366614,0,0
7809 VALLECITOS WAY,SACRAMENTO,95828,CA,3,1,888,Residential,20080515,216021,38.508217,-121.411207,0,0
8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,CA,3,2,1882,Residential,20080515,219000,38.715423,-121.246743,0,0
10085 ATKINS DR,ELK GROVE,95757,CA,3,2,1302,Residential,20080515,219794,38.390893,-121.437821,0,0
9185 CERROLINDA CIR,ELK GROVE,95758,CA,3,2,1418,Residential,20080515,220000,38.424497,-121.426595,0,0
9197 CORTINA CIR,ROSEVILLE,95678,CA,3,2,0,Condo,20080515,220000,38.793152,-121.290025,1,0
5429 HESPER WAY,CARMICHAEL,95608,CA,4,2,1319,Residential,20080515,220000,38.665104,-121.315901,0,0
1178 WARMWOOD CT,GALT,95632,CA,4,2,1770,Residential,20080515,220000,38.289544,-121.284607,0,0
4900 ELUDE CT,SACRAMENTO,95842,CA,4,2,1627,Residential,20080515,223000,38.69674,-121.350519,0,0
3557 SODA WAY,SACRAMENTO,95834,CA,0,0,0,Residential,20080515,224000,38.631026,-121.501879,1,0
3528 SAINT GEORGE DR,SACRAMENTO,95821,CA,3,1,1040,Residential,20080515,224000,38.629468,-121.376445,0,0
7381 WASHBURN WAY,NORTH HIGHLANDS,95660,CA,3,1,960,Residential,20080515,224252,38.70355,-121.375103,0,0
2181 WINTERHAVEN CIR,CAMERON PARK,95682,CA,3,2,0,Residential,20080515,224500,38.69757,-120.995739,1,0
7540 HICKORY AVE,ORANGEVALE,95662,CA,3,1,1456,Residential,20080515,225000,38.703056,-121.235221,0,0
5024 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1450,Residential,20080515,228000,38.389756,-121.446246,0,0
2400 INVERNESS DR,LINCOLN,95648,CA,3,2,1358,Residential,20080515,229027,38.897814,-121.324691,0,0
5 BISHOPGATE CT,SACRAMENTO,95823,CA,4,2,1329,Residential,20080515,229500,38.467936,-121.445477,0,0
5601 REXLEIGH DR,SACRAMENTO,95823,CA,4,2,1715,Residential,20080515,230000,38.445342,-121.441504,0,0
1909 YARNELL WAY,ELK GROVE,95758,CA,3,2,1262,Residential,20080515,230000,38.417382,-121.484325,0,0
9169 GARLINGTON CT,SACRAMENTO,95829,CA,4,3,2280,Residential,20080515,232425,38.457679,-121.35962,0,0
6932 RUSKUT WAY,SACRAMENTO,95823,CA,3,2,1477,Residential,20080515,234000,38.499893,-121.45889,0,0
7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,CA,3,2,1216,Residential,20080515,235000,38.708824,-121.256803,0,0
8304 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Residential,20080515,235301,38.417,-121.397424,0,0
3882 YELLOWSTONE LN,EL DORADO HILLS,95762,CA,3,2,1362,Residential,20080515,235738,38.655245,-121.075915,0,0
